               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,    metrics/fish_mAP,metrics/jellyfish_mAP, metrics/penguin_mAP,  metrics/puffin_mAP,   metrics/shark_mAP,metrics/starfish_mAP,metrics/stingray_mAP, metrics/fish_mAP_50,metrics/jellyfish_mAP_50,metrics/penguin_mAP_50,metrics/puffin_mAP_50,metrics/shark_mAP_50,metrics/starfish_mAP_50,metrics/stingray_mAP_50
                 346,            0.021582,            0.032064,          0.00055849,             0.80805,             0.75611,             0.78926,             0.47626,            0.039716,            0.058304,           0.0061529,           0.0005545,           0.0005545,           0.0005545,             0.47573,             0.56537,             0.34656,             0.28071,             0.48695,             0.59979,              0.5787,             0.84169,             0.93986,              0.7102,             0.60615,              0.7846,              0.8173,             0.82504
                 347,            0.021495,            0.031564,          0.00040811,             0.85719,             0.72439,             0.79481,             0.47488,            0.039578,            0.057665,           0.0060568,           0.0005446,           0.0005446,           0.0005446,              0.4799,             0.56093,              0.3537,             0.28428,             0.48045,             0.58392,             0.58095,              0.8439,              0.9487,             0.71738,             0.62077,             0.79169,             0.81424,             0.82696
                 348,            0.021394,            0.030532,          0.00046344,             0.82622,             0.74089,             0.79047,             0.47419,            0.039602,            0.057787,           0.0061529,           0.0005347,           0.0005347,           0.0005347,             0.48462,             0.56174,             0.35399,             0.28148,             0.48559,             0.58738,              0.5645,             0.84111,             0.94956,             0.71413,             0.60664,             0.78676,             0.81169,              0.8234
                 349,            0.021281,            0.029179,          0.00045525,               0.816,             0.74752,             0.78799,              0.4787,            0.039613,            0.057768,           0.0061621,           0.0005248,           0.0005248,           0.0005248,             0.48119,             0.57368,             0.35576,             0.27361,             0.47807,              0.6087,             0.57986,             0.83785,             0.95365,             0.70683,             0.60372,             0.78242,             0.81064,              0.8208
                 350,            0.021291,            0.030873,          0.00042698,             0.81641,              0.7487,             0.78726,             0.47446,            0.039594,            0.057882,            0.006168,           0.0005149,           0.0005149,           0.0005149,             0.48081,             0.56978,             0.35764,             0.28166,              0.4713,             0.58513,             0.57489,             0.83936,             0.95417,             0.71054,              0.5993,             0.78104,             0.81093,             0.81549
                 351,            0.021125,            0.029957,          0.00051891,              0.8183,             0.75158,             0.78865,              0.4711,            0.039791,            0.057926,           0.0061451,            0.000505,            0.000505,            0.000505,             0.47551,             0.56797,             0.35512,             0.27529,             0.47864,             0.58132,             0.56387,             0.84075,             0.95171,             0.71881,             0.60182,             0.77958,             0.80752,             0.82034
                 352,            0.021773,            0.030201,          0.00057322,             0.83705,             0.72971,             0.78625,             0.47182,            0.039846,            0.058094,           0.0062779,           0.0004951,           0.0004951,           0.0004951,             0.48092,             0.56216,             0.35673,             0.26985,             0.47521,             0.57892,             0.57895,             0.83885,             0.95016,             0.71398,             0.59225,             0.78426,             0.80387,             0.82036
                 353,            0.020935,            0.029363,          0.00057008,             0.81821,             0.74714,              0.7866,             0.47011,            0.039804,            0.057833,           0.0063497,           0.0004852,           0.0004852,           0.0004852,             0.47907,             0.57125,             0.35602,             0.26634,              0.4839,             0.57035,             0.56388,              0.8417,             0.94849,             0.71233,             0.59656,             0.78543,              0.8029,             0.81877
                 354,            0.020789,            0.028698,          0.00065553,             0.82769,             0.74553,             0.78723,             0.46807,             0.03989,            0.057701,           0.0062749,           0.0004753,           0.0004753,           0.0004753,             0.48028,             0.56108,             0.35274,             0.27034,             0.48263,             0.56398,             0.56543,             0.83634,             0.94713,             0.71092,             0.60223,             0.78575,             0.80522,             0.82303
                 355,            0.021868,            0.033116,          0.00058513,             0.82166,             0.75428,             0.78842,             0.47171,            0.039915,            0.057884,           0.0062255,           0.0004654,           0.0004654,           0.0004654,             0.47682,             0.55945,             0.35111,             0.27607,             0.47822,             0.58575,             0.57454,             0.83977,             0.94622,             0.71364,             0.60426,             0.78677,             0.81132,             0.81697
                 356,            0.021558,            0.029988,          0.00035578,             0.81506,             0.74555,             0.78693,             0.47241,            0.039782,            0.057806,            0.006276,           0.0004555,           0.0004555,           0.0004555,              0.4786,              0.5619,             0.35205,             0.27396,             0.48771,             0.58361,             0.56907,             0.83576,              0.9473,             0.70244,             0.60481,             0.79215,              0.8145,             0.81153
                 357,            0.021186,            0.029587,          0.00040752,             0.81635,             0.74077,             0.78576,             0.47227,            0.039702,            0.058165,           0.0062177,           0.0004456,           0.0004456,           0.0004456,             0.48025,             0.56236,             0.35568,             0.27504,             0.48738,             0.57351,             0.57164,             0.83553,             0.93703,              0.7064,             0.59987,             0.79391,             0.81375,             0.81383
                 358,            0.021151,            0.030512,          0.00045969,             0.81518,              0.7414,             0.78649,               0.473,            0.039788,            0.058474,           0.0061523,           0.0004357,           0.0004357,           0.0004357,             0.47955,             0.56103,             0.35519,             0.27117,             0.49045,             0.58144,             0.57217,             0.83956,             0.94849,              0.7028,             0.59588,             0.78963,             0.81235,             0.81674
                 359,            0.021209,            0.028674,          0.00037371,             0.79408,             0.75883,             0.78882,             0.47382,            0.039717,            0.058392,           0.0061272,           0.0004258,           0.0004258,           0.0004258,             0.48126,             0.56589,             0.35351,             0.27886,             0.48357,             0.57383,             0.57978,              0.8402,             0.94969,             0.70826,             0.60198,             0.79019,             0.81257,             0.81887
                 360,            0.021365,            0.028524,           0.0004509,             0.78981,             0.76295,             0.78973,             0.47392,            0.039774,            0.058487,           0.0061524,           0.0004159,           0.0004159,           0.0004159,             0.48053,              0.5629,             0.35423,             0.28001,             0.48171,             0.57708,             0.58097,             0.84043,             0.94957,             0.71321,             0.60449,              0.7852,             0.81522,             0.81999
                 361,            0.021314,            0.031563,          0.00049581,             0.81266,             0.74829,             0.78737,             0.47123,            0.039771,            0.058689,           0.0060834,            0.000406,            0.000406,            0.000406,             0.47773,             0.56613,             0.34546,             0.28281,             0.47108,             0.58008,             0.57535,             0.84043,             0.94734,             0.70493,             0.60214,             0.78131,             0.81309,             0.82237
                 362,            0.021051,            0.031077,          0.00049789,             0.81098,             0.74405,             0.78584,             0.46937,            0.039684,             0.05868,           0.0061376,           0.0003961,           0.0003961,           0.0003961,             0.48357,             0.56526,             0.34983,             0.27071,             0.47202,             0.56905,             0.57513,             0.84166,              0.9477,             0.70308,             0.59533,             0.78401,             0.81046,             0.81867
                 363,            0.021048,            0.029321,          0.00037419,             0.84091,             0.71275,             0.78583,             0.47186,            0.039767,            0.058413,           0.0060688,           0.0003862,           0.0003862,           0.0003862,             0.48352,             0.55784,              0.3478,             0.26492,             0.48818,             0.58005,             0.58069,             0.84501,             0.93826,             0.71033,             0.59168,               0.794,             0.80435,             0.81716
                 364,            0.020935,             0.02974,          0.00044279,             0.84886,             0.71196,             0.78683,             0.46979,            0.039819,            0.058472,           0.0060917,           0.0003763,           0.0003763,           0.0003763,              0.4827,             0.56047,             0.35251,             0.26116,             0.48577,             0.56789,             0.57805,             0.84361,             0.93882,             0.70939,             0.59174,             0.80318,             0.80298,             0.81809
                 365,            0.020945,            0.028487,          0.00051277,             0.81281,             0.74424,             0.78902,             0.47448,            0.039742,            0.058441,           0.0060873,           0.0003664,           0.0003664,           0.0003664,             0.48309,             0.56782,             0.34774,             0.26706,              0.4958,             0.58656,             0.57331,             0.84271,             0.94884,             0.71576,             0.59259,              0.8056,             0.80453,             0.81309
                 366,            0.021362,            0.030006,          0.00048408,              0.8501,             0.71078,             0.78708,             0.47583,            0.039755,            0.058453,           0.0061072,           0.0003565,           0.0003565,           0.0003565,             0.48245,              0.5637,             0.35355,             0.26944,             0.50105,             0.58265,             0.57798,             0.83965,             0.94833,             0.71043,             0.59239,             0.80072,             0.80635,             0.81167
                 367,            0.021416,            0.028732,          0.00038728,             0.80843,             0.74797,             0.78925,             0.47028,            0.039718,            0.058695,           0.0061185,           0.0003466,           0.0003466,           0.0003466,             0.48378,             0.56496,             0.35022,             0.27427,             0.48188,             0.56723,             0.56961,             0.83996,             0.94741,             0.71524,             0.59907,             0.80423,             0.80708,             0.81173
                 368,            0.021065,            0.030109,          0.00043314,             0.81133,              0.7449,             0.78904,             0.47391,            0.039711,             0.05892,           0.0060863,           0.0003367,           0.0003367,           0.0003367,             0.48127,             0.56175,             0.34856,             0.27831,             0.47615,             0.59412,              0.5772,             0.84165,             0.94779,             0.71462,             0.59711,             0.80427,             0.80578,             0.81203
                 369,            0.020702,            0.029825,          0.00039199,             0.81248,             0.75408,             0.78932,             0.47101,            0.039818,             0.05908,            0.006187,           0.0003268,           0.0003268,           0.0003268,             0.48239,             0.56509,             0.34566,             0.27227,             0.47336,             0.59466,             0.56369,             0.84461,             0.94737,             0.71248,             0.59509,             0.80336,             0.81291,             0.80939
                 370,             0.02088,            0.028828,          0.00037127,             0.80739,              0.7556,             0.78656,              0.4733,            0.039751,             0.05891,           0.0061553,           0.0003169,           0.0003169,           0.0003169,              0.4807,             0.57479,             0.34853,             0.27291,             0.48468,             0.57988,             0.57158,             0.83808,             0.94935,             0.70917,             0.59228,             0.80004,             0.80611,             0.81091
                 371,            0.020434,            0.028282,           0.0005084,             0.80867,             0.75207,             0.78762,             0.47029,            0.039818,            0.058851,           0.0061266,            0.000307,            0.000307,            0.000307,             0.48307,             0.57254,              0.3419,             0.27304,             0.47658,             0.56719,             0.57773,             0.84169,             0.94849,             0.70933,             0.59605,             0.79673,             0.80703,             0.81404
                 372,            0.021395,            0.029729,          0.00039147,             0.81197,             0.74449,             0.78884,             0.47565,            0.039792,            0.058567,           0.0060788,           0.0002971,           0.0002971,           0.0002971,             0.48317,             0.57595,             0.34428,             0.28113,             0.49475,             0.57415,             0.57613,              0.8435,             0.94877,             0.70124,             0.60317,             0.79992,             0.80769,              0.8176
